tweet_id,name,tweet_year,tweet_month,tweet_day,mean_rating,dog_type,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,display_text_range,is_quote_status,retweet_count,favorite_count,favorited,lang
889278841981685760,Oliver,2017,July,Monday,1.3,None,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True,138,False,5637,25652,False,en
888917238123831296,Jim,2017,July,Sunday,1.2,None,Golden_Retriever,0.714719,True,Tibetan_Mastiff,0.1201839999999999,True,Labrador_Retriever,0.1055059999999999,True,86,False,4709,29611,False,en
888804989199671297,Zeke,2017,July,Saturday,1.3,None,Golden_Retriever,0.46976,True,Labrador_Retriever,0.184172,True,English_Setter,0.0734817,True,128,False,4559,26080,False,en
888554962724278272,Ralphus,2017,July,Saturday,1.3,None,Siberian_Husky,0.700377,True,Eskimo_Dog,0.166511,True,Malamute,0.111411,True,87,False,3732,20290,False,en
888078434458587136,Gerald,2017,July,Thursday,1.2,None,French_Bulldog,0.995026,True,Pug,0.000931908,True,Bull_Mastiff,0.000903211,True,127,False,3653,22201,False,en
887705289381826560,Jeffrey,2017,July,Wednesday,1.3,None,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.0262364,True,127,False,5609,30779,False,en
887517139158093824,Such,2017,July,Wednesday,1.4,None,Limousine,0.130432,False,Tow_Truck,0.0291754,False,Shopping_Cart,0.0263208,False,108,False,12082,46959,True,en
887473957103951883,Canela,2017,July,Wednesday,1.3,None,Pembroke,0.809197,True,Rhodesian_Ridgeback,0.05495,True,Beagle,0.0389148,True,99,False,18781,69871,False,en
887343217045368832,None,2017,July,Tuesday,1.3,None,Mexican_Hairless,0.330741,True,Sea_Lion,0.275645,False,Weimaraner,0.134203,True,88,False,10737,34222,False,en
887101392804085760,None,2017,July,Tuesday,1.2,None,Samoyed,0.733942,True,Eskimo_Dog,0.0350295,True,Staffordshire_Bullterrier,0.0297047,True,129,False,6167,31061,False,en
886983233522544640,Maya,2017,July,Monday,1.3,None,Chihuahua,0.793469,True,Toy_Terrier,0.143528,True,Can_Opener,0.0322529,False,101,False,8084,35859,False,en
886736880519319552,Mingus,2017,July,Sunday,1.3,None,Kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.0863463,True,121,False,3443,12306,False,en
886680336477933568,Derek,2017,July,Sunday,1.3,None,Convertible,0.738995,False,Sports_Car,0.139952,False,Car_Wheel,0.0441726999999999,False,71,False,4610,22798,False,en
886366144734445568,Roscoe,2017,July,Saturday,1.2,pupper,French_Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_Bull,7.55616e-05,True,131,False,3316,21524,False,en
886258384151887873,Waffles,2017,July,Saturday,1.3,None,Pug,0.943575,True,Shower_Cap,0.0252856,False,Siamese_Cat,0.00284892,False,94,False,6523,28469,False,en
885984800019947520,Jimbo,2017,July,Friday,1.2,None,Blenheim_Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_Mountain_Dog,0.00623915,True,140,False,7097,33382,False,en
885528943205470208,Maisey,2017,July,Thursday,1.3,None,Pug,0.369275,True,Labrador_Retriever,0.265835,True,Kuvasz,0.134697,True,109,False,6683,36689,False,en
885167619883638784,None,2017,July,Wednesday,1.3,None,Malamute,0.8124819999999999,True,Siberian_Husky,0.0717125,True,Eskimo_Dog,0.0557697,True,134,False,4556,22367,False,en
884925521741709313,Earl,2017,July,Wednesday,1.2,None,Italian_Greyhound,0.259916,True,American_Staffordshire_Terrier,0.198451,True,Staffordshire_Bullterrier,0.127725,True,93,False,16439,68152,False,en
884876753390489601,Lola,2017,July,Tuesday,1.3,None,Chow,0.822103,True,Norwich_Terrier,0.106075,True,Norfolk_Terrier,0.0373485,True,118,False,6096,28514,False,en
884562892145688576,Kevin,2017,July,Tuesday,1.3,None,Pug,0.5464060000000001,True,French_Bulldog,0.404291,True,Brabancon_Griffon,0.0440019,True,66,False,5100,24765,False,en
884441805382717440,None,2017,July,Monday,1.4,None,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,136,False,5856,27478,False,en
884162670584377345,Yogi,2017,July,Sunday,1.2,doggo,German_Shepherd,0.707046,True,Malinois,0.199396,True,Norwegian_Elkhound,0.0491476,True,140,False,3128,20771,False,en
883838122936631299,Noah,2017,July,Sunday,1.2,None,Doberman,0.610946,True,Miniature_Pinscher,0.299603,True,Kelpie,0.0630203,True,137,False,3586,22349,False,en
883482846933004288,Bella,2017,July,Saturday,0.5,None,Golden_Retriever,0.943082,True,Labrador_Retriever,0.032409,True,Kuvasz,0.00550072,True,112,False,10407,46860,False,en
883360690899218434,Grizzwald,2017,July,Friday,1.3,floofer,Chow,0.987997,True,Tibetan_Mastiff,0.00709872,True,Newfoundland,0.00214033,True,139,False,3825,22986,False,en
883117836046086144,None,2017,July,Friday,1.3,None,Golden_Retriever,0.949562,True,Labrador_Retriever,0.0459479,True,Kuvasz,0.00247094,True,111,False,6949,37914,False,en
882992080364220416,Rusty,2017,July,Thursday,1.3,None,Eskimo_Dog,0.4667779999999999,True,Siberian_Husky,0.406044,True,Dingo,0.0734143999999999,False,108,False,4122,24445,False,en
882762694511734784,Gus,2017,July,Thursday,1.2,pupper,Labrador_Retriever,0.85005,True,Chesapeake_Bay_Retriever,0.074257,True,Flat-Coated_Retriever,0.0155793999999999,True,114,False,5134,28903,False,en
882627270321602560,Stanley,2017,July,Wednesday,1.3,None,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,136,False,6342,28382,False,en
882268110199369728,Alfy,2017,July,Tuesday,1.3,None,Golden_Retriever,0.762211,True,Labrador_Retriever,0.0989848999999999,True,Cocker_Spaniel,0.0171995,True,114,False,12118,45880,False,en
882045870035918850,Koko,2017,July,Tuesday,1.3,None,Web_Site,0.949591,False,Dhole,0.0173258,False,Golden_Retriever,0.00694063,True,133,False,5203,29900,False,en
881906580714921986,Rey,2017,July,Monday,1.2,None,Weimaraner,0.291539,True,Chesapeake_Bay_Retriever,0.278966,True,Koala,0.127017,False,67,False,3533,24773,False,en
881666595344535552,Gary,2017,July,Monday,1.3,None,Saluki,0.529012,True,Afghan_Hound,0.250003,True,Golden_Retriever,0.160739,True,115,False,11099,51522,False,en
881536004380872706,None,2017,July,Sunday,1.4,pupper,Samoyed,0.281463,True,Angora,0.272066,False,Persian_Cat,0.114854,False,130,False,16570,50199,False,en
881268444196462592,Elliot,2017,July,Saturday,1.2,None,Tusker,0.473303,False,Indian_Elephant,0.245646,False,Ibex,0.0556607,False,138,False,5358,23501,False,en
880935762899988482,Louis,2017,June,Friday,1.3,None,Street_Sign,0.251801,False,Umbrella,0.115123,False,Traffic_Light,0.0695338,False,72,False,2886,17346,False,en
880872448815771648,None,2017,June,Friday,1.2,None,Pembroke,0.791416,True,Norwich_Terrier,0.0613929,True,Chihuahua,0.0337257,True,137,False,3989,21734,False,en
880465832366813184,Bella,2017,June,Thursday,1.2,None,Golden_Retriever,0.913255,True,Labrador_Retriever,0.0263286,True,Cocker_Spaniel,0.00937082,True,114,False,6546,29075,False,en
880221127280381952,Jesse,2017,June,Thursday,1.2,None,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525802999999999,True,108,False,4436,27640,False,en
880095782870896641,None,2017,June,Wednesday,1.1,None,Miniature_Pinscher,0.120298,True,Rhodesian_Ridgeback,0.106395,True,Beagle,0.106073,True,129,False,4533,28150,True,en
879862464715927552,Romeo,2017,June,Wednesday,1.3,None,Basset,0.813507,True,Beagle,0.146654,True,Cocker_Spaniel,0.00948502,True,91,False,3642,22667,False,en
879492040517615616,Bailey,2017,June,Tuesday,1.2,None,German_Short-Haired_Pointer,0.479896,True,Vizsla,0.1243529999999999,True,Bath_Towel,0.0733202,False,90,False,3323,23822,False,en
879415818425184262,Duddles,2017,June,Monday,1.3,None,English_Springer,0.383404,True,Boston_Bull,0.134967,True,Cardigan,0.110481,True,82,False,45849,107956,False,en
879376492567855104,Jack,2017,June,Monday,1.2,None,Tricycle,0.663601,False,Labrador_Retriever,0.0334961,True,Pembroke,0.0188266,True,125,False,3261,17099,False,en
879050749262655488,Steven,2017,June,Sunday,1.1,None,Tabby,0.311861,False,Window_Screen,0.169123,False,Egyptian_Cat,0.132932,False,132,False,4941,23022,False,en
879008229531029506,Beau,2017,June,Sunday,1.3,None,Vizsla,0.960513,True,Miniature_Pinscher,0.00943065,True,American_Staffordshire_Terrier,0.0087113,True,94,False,2812,19317,False,en
878776093423087618,Snoopy,2017,June,Sunday,1.3,puppo,Italian_Greyhound,0.734684,True,Whippet,0.1504869999999999,True,Ibizan_Hound,0.0397246,True,126,False,4319,19763,False,en
878281511006478336,Shadow,2017,June,Friday,1.3,None,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.1285069999999999,True,140,False,1349,7913,False,en
878057613040115712,Emmy,2017,June,Friday,1.4,None,French_Bulldog,0.839097,True,Boston_Bull,0.0787993999999999,True,Toy_Terrier,0.0152433999999999,True,115,False,7181,42876,False,en
877736472329191424,Aja,2017,June,Thursday,1.3,None,Chesapeake_Bay_Retriever,0.8379559999999999,True,Labrador_Retriever,0.0620342,True,Weimaraner,0.0405991,True,93,False,17300,71144,False,en
877556246731214848,Penny,2017,June,Wednesday,1.2,None,Basset,0.995368,True,Welsh_Springer_Spaniel,0.00193621,True,Bathtub,0.000467919,False,139,False,3994,23258,False,en
877316821321428993,Dante,2017,June,Wednesday,1.3,None,Saluki,0.5099670000000001,True,Italian_Greyhound,0.0904973,True,Golden_Retriever,0.0794058,True,137,False,5414,27907,False,en
877201837425926144,Nelly,2017,June,Tuesday,1.2,None,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True,128,False,5880,27755,False,en
876838120628539392,Ginger,2017,June,Monday,1.2,pupper,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan_Mastiff,0.0889348,True,125,False,3506,21125,False,en
876484053909872640,Benedict,2017,June,Sunday,1.3,None,Golden_Retriever,0.874566,True,Irish_Terrier,0.0373542,True,Chow,0.0167235999999999,True,127,False,2511,19163,False,en
876120275196170240,Venti,2017,June,Saturday,1.3,None,Bernese_Mountain_Dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_Dog,0.0949327,True,140,False,4903,28490,False,en
875747767867523072,Goose,2017,June,Friday,1.3,None,Labrador_Retriever,0.799551,True,Chesapeake_Bay_Retriever,0.179975,True,Vizsla,0.0046176,True,125,False,4497,25773,False,en
875144289856114688,Nugget,2017,June,Thursday,1.3,None,Siberian_Husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False,133,False,5081,22185,False,en
875021211251597312,None,2017,June,Wednesday,1.2,None,West_Highland_White_Terrier,0.7143189999999999,True,Siberian_Husky,0.0919133,True,Great_Pyrenees,0.0460381999999999,True,115,False,4922,26022,False,en
874680097055178752,Cash,2017,June,Tuesday,1.2,None,Labrador_Retriever,0.836052,True,Staffordshire_Bullterrier,0.0470690999999999,True,Beagle,0.0360071,True,92,False,4875,28439,False,en
874296783580663808,Jed,2017,June,Monday,1.3,pupper,Cocker_Spaniel,0.437216,True,Miniature_Poodle,0.2771909999999999,True,Toy_Poodle,0.157402,True,114,False,4308,26651,False,en
874057562936811520,None,2017,June,Monday,1.2,None,Flat-Coated_Retriever,0.8321770000000001,True,Black-And-Tan_Coonhound,0.0404369,True,Newfoundland,0.0282283,True,129,False,4125,23134,False,en
874012996292530176,Sebastian,2017,June,Sunday,1.3,puppo,Cardigan,0.806674,True,Pembroke,0.116622,True,Kelpie,0.0491819,True,139,False,11007,35501,False,en
873580283840344065,None,2017,June,Saturday,1.3,None,Newfoundland,0.678537,True,Tibetan_Mastiff,0.244022,True,Chow,0.0485295,True,135,False,4143,24837,False,en
873213775632977920,Sierra,2017,June,Friday,1.2,pupper,Vizsla,0.6197819999999999,True,Bloodhound,0.338069,True,Chesapeake_Bay_Retriever,0.0126763,True,140,False,1667,7467,False,en
872967104147763200,None,2017,June,Friday,1.2,doggo,Labrador_Retriever,0.476913,True,Chesapeake_Bay_Retriever,0.174145,True,German_Short-Haired_Pointer,0.0928614,True,132,False,5669,28031,False,en
872820683541237760,None,2017,June,Thursday,1.3,None,Pug,0.99912,True,French_Bulldog,0.00055192,True,Bull_Mastiff,7.28904e-05,True,140,False,3884,15029,False,en
872620804844003328,Monkey,2017,June,Thursday,1.3,None,Cocker_Spaniel,0.513191,True,Sussex_Spaniel,0.159088,True,Standard_Poodle,0.149509,True,116,False,3911,21309,False,en
872486979161796608,None,2017,June,Wednesday,1.2,None,Pembroke,0.931861,True,Cardigan,0.0377211999999999,True,Chihuahua,0.0119667,True,133,False,9429,41606,False,en
872261713294495745,Harry,2017,June,Wednesday,1.3,None,Labrador_Retriever,0.972019,True,Flat-Coated_Retriever,0.00817828,True,Chesapeake_Bay_Retriever,0.00735927,True,138,False,6649,35085,False,en
872122724285648897,Kody,2017,June,Tuesday,1.2,None,Basketball,0.808396,False,Pug,0.0667363,True,Dalmatian,0.0545697999999999,True,126,False,8549,35324,False,en
871879754684805121,Lassie,2017,June,Tuesday,1.3,None,Shetland_Sheepdog,0.969171,True,Collie,0.0182607,True,Pomeranian,0.00851534,True,136,False,11918,39090,False,en
871762521631449091,Rover,2017,June,Monday,1.2,pupper,Labrador_Retriever,0.921393,True,Golden_Retriever,0.064608,True,Bloodhound,0.00338337,True,134,False,3678,20787,False,en
871515927908634625,Napolean,2017,June,Sunday,1.2,doggo,Komondor,0.974781,True,Briard,0.0200412999999999,True,Swab,0.00322824,False,140,False,3628,20730,False,en
871032628920680449,Boomer,2017,June,Saturday,1.3,None,Kelpie,0.398053,True,Macaque,0.0689549,False,Dingo,0.0506018,False,136,False,3999,23255,False,en
870804317367881728,None,2017,June,Saturday,1.1,None,Home_Theater,0.16829,False,Sandbar,0.0980404,False,Television,0.0797293999999999,False,136,False,6393,33791,False,en
870656317836468226,Cody,2017,June,Friday,1.3,None,Pembroke,0.945495,True,Cardigan,0.0458755,True,Beagle,0.00432943,True,138,False,2817,12819,False,en
870374049280663552,Zoey,2017,June,Thursday,1.3,None,Golden_Retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_Retriever,0.0326213,True,139,False,27680,85011,False,en
870308999962521604,Rumble,2017,June,Thursday,1.3,None,Greater_Swiss_Mountain_Dog,0.6227520000000001,True,Appenzeller,0.158463,True,Entlebucher,0.148115,True,125,False,4384,22453,False,en
870063196459192321,Clifford,2017,May,Wednesday,1.4,None,Comic_Book,0.534409,False,Envelope,0.2807219999999999,False,Book_Jacket,0.0437855,False,140,False,8840,37771,False,en
869772420881756160,Dewey,2017,May,Wednesday,1.3,None,Pembroke,0.980148,True,Cardigan,0.0192711,True,Malamute,0.00013626,True,110,False,10663,43710,False,en
869702957897576449,Stanley,2017,May,Tuesday,1.3,None,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True,139,False,6728,29116,False,en
869596645499047938,Scout,2017,May,Tuesday,1.2,doggo,Chihuahua,0.955156,True,Toy_Terrier,0.00805373,True,Muzzle,0.00629563,False,139,False,3327,16476,False,en
869227993411051520,Gizmo,2017,May,Monday,1.3,None,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True,127,False,4023,21112,False,en
868880397819494401,Walter,2017,May,Sunday,1.4,None,Laptop,0.153718,False,French_Bulldog,0.0999839,True,Printer,0.0771299,False,98,False,12518,55098,False,en
868622495443632128,None,2017,May,Sunday,1.3,None,Labrador_Retriever,0.868107,True,Great_Pyrenees,0.060973,True,Saint_Bernard,0.0334889,True,102,False,6275,28295,False,en
868552278524837888,Cooper,2017,May,Saturday,1.2,None,Whippet,0.378151,True,Italian_Greyhound,0.275935,True,American_Staffordshire_Terrier,0.0949906,True,139,False,2240,10539,False,en
867900495410671616,None,2017,May,Friday,1.2,None,Labrador_Retriever,0.522644,True,Kuvasz,0.332461,True,Dalmatian,0.0320081,True,127,False,4439,24964,False,en
867774946302451713,Harold,2017,May,Thursday,1.3,None,Border_Collie,0.661953,True,Cardigan,0.175718,True,Collie,0.0871424,True,61,False,7788,35179,False,en
867421006826221569,Shikha,2017,May,Wednesday,1.2,puppo,Eskimo_Dog,0.6164569999999999,True,Siberian_Husky,0.38133,True,Malamute,0.00167022,True,133,False,2697,16755,False,en
867051520902168576,None,2017,May,Tuesday,1.3,None,Samoyed,0.4714029999999999,True,Pekinese,0.302219,True,Pomeranian,0.156606,True,132,False,8425,33420,False,en
866686824827068416,Lili,2017,May,Monday,1.2,None,Flat-Coated_Retriever,0.51473,True,Groenendael,0.306407,True,Curly-Coated_Retriever,0.0613140999999999,True,134,False,3727,20070,False,en
866450705531457537,Jamesy,2017,May,Monday,1.3,pupper,French_Bulldog,0.905334,True,Boston_Bull,0.0780597,True,Pug,0.00177092,True,106,False,32883,106827,False,en
866334964761202691,Coco,2017,May,Sunday,1.2,None,Samoyed,0.984086,True,Pomeranian,0.00791928,True,Keeshond,0.00332813,True,112,False,15546,54720,False,en
865718153858494464,Boomer,2017,May,Friday,1.3,None,Golden_Retriever,0.673664,True,Kuvasz,0.157523,True,Labrador_Retriever,0.126073,True,130,False,6008,26640,False,en
865359393868664832,Sammy,2017,May,Friday,1.3,None,Chesapeake_Bay_Retriever,0.832435,True,Labrador_Retriever,0.163551,True,Weimaraner,0.00277025,True,127,False,5384,27530,False,en
865006731092295680,Nelly,2017,May,Thursday,1.3,None,Pembroke,0.989882,True,Cardigan,0.00990646,True,Basenji,0.000134952,True,117,False,8209,29063,False,en
864873206498414592,None,2017,May,Wednesday,1.4,None,Pole,0.478616,False,Lakeside,0.1141819999999999,False,Wreck,0.0559265,False,117,False,9361,33651,False,en
864279568663928832,Meatball,2017,May,Tuesday,1.2,None,Bull_Mastiff,0.668613,True,French_Bulldog,0.180562,True,Staffordshire_Bullterrier,0.0522374,True,129,False,3266,15195,False,en
864197398364647424,Paisley,2017,May,Monday,1.3,None,Golden_Retriever,0.945905,True,Labrador_Retriever,0.0212636,True,Tibetan_Mastiff,0.0204928,True,93,False,9616,31459,False,en
863907417377173506,Albus,2017,May,Monday,1.3,None,Marmot,0.358828,False,Meerkat,0.174703,False,Weasel,0.123485,False,117,False,4441,21477,False,en
863553081350529029,Neptune,2017,May,Sunday,1.3,None,Eskimo_Dog,0.41333,True,Malamute,0.347646,True,Siberian_Husky,0.149536,True,91,False,4489,15935,False,en
863432100342583297,Belle,2017,May,Saturday,1.2,None,Staffordshire_Bullterrier,0.690517,True,French_Bulldog,0.10336,True,Beagle,0.0794893999999999,True,128,False,5664,24829,False,en
863079547188785154,None,2017,May,Friday,1.4,None,Lakeland_Terrier,0.275242,True,Airedale,0.190569,True,Teddy,0.102595,False,139,False,1195,9094,False,en
863062471531167744,Quinn,2017,May,Friday,1.3,None,French_Bulldog,0.935804,True,Pug,0.0595761999999999,True,Boxer,0.00141218,True,139,False,2687,8945,False,en
862831371563274240,Zooey,2017,May,Friday,1.3,None,Australian_Terrier,0.207281,True,Irish_Terrier,0.156296,True,German_Shepherd,0.1235359999999999,True,121,False,5457,20011,False,en
862722525377298433,Dave,2017,May,Thursday,1.1,None,Basset,0.39333,True,Beagle,0.242034,True,Boxer,0.0776925,True,135,False,3809,17779,False,en
862457590147678208,Jersey,2017,May,Thursday,1.3,None,Home_Theater,0.4963479999999999,False,Studio_Couch,0.167256,False,Barber_Chair,0.052625,False,133,False,5388,21492,False,en
862096992088072192,None,2017,May,Wednesday,1.3,None,Chow,0.677589,True,Pomeranian,0.270648,True,Pekinese,0.0381099,True,107,False,21840,66437,False,en
861383897657036800,Hobbes,2017,May,Monday,1.3,None,Cardigan,0.771008,True,Pembroke,0.137174,True,French_Bulldog,0.0633086,True,72,False,11528,37744,False,en
861288531465048066,None,2017,May,Sunday,1.3,None,Syringe,0.1447119999999999,False,Oxygen_Mask,0.1066839999999999,False,Bouvier_Des_Flandres,0.0826102,True,138,False,4479,18032,False,en
861005113778896900,Burt,2017,May,Saturday,1.2,None,German_Shepherd,0.507951,True,Pembroke,0.136113,True,Muzzle,0.0757641999999999,False,96,False,4119,17538,False,en
860563773140209665,Lorenzo,2017,May,Friday,1.3,None,Cardigan,0.583936,True,Pembroke,0.0559794,True,Beagle,0.0458957,True,138,False,2334,7878,False,en
860524505164394496,Carl,2017,May,Friday,1.3,None,Bedlington_Terrier,0.286558,True,Toy_Poodle,0.2351929999999999,True,Lakeland_Terrier,0.0879506999999999,True,97,False,5698,24678,False,en
860276583193509888,Jordy,2017,May,Thursday,1.2,None,Lakeside,0.312299,False,Dock,0.159842,False,Canoe,0.0707945,False,131,False,3745,19154,False,en
860184849394610176,None,2017,May,Thursday,1.4,None,Chimpanzee,0.267612,False,Gorilla,0.104293,False,Orangutan,0.0599075,False,133,False,6295,17474,False,en
859924526012018688,Milky,2017,May,Thursday,1.2,None,French_Bulldog,0.254587,True,Staffordshire_Bullterrier,0.1925579999999999,True,Hog,0.10027,False,140,False,4349,20021,False,en
859851578198683649,Trooper,2017,May,Wednesday,1.3,None,Labrador_Retriever,0.899086,True,Golden_Retriever,0.0470908,True,Kuvasz,0.0232063,True,137,False,3780,16105,False,en
859607811541651456,None,2017,May,Wednesday,1.3,puppo,Golden_Retriever,0.8955290000000001,True,Irish_Setter,0.0240993,True,Labrador_Retriever,0.0192854,True,136,False,1704,19476,False,en
859196978902773760,Quite,2017,May,Tuesday,1.2,None,Angora,0.2242179999999999,False,Malamute,0.216163,True,Persian_Cat,0.128383,False,124,False,25661,75193,False,en
859074603037188101,None,2017,May,Monday,1.3,None,Revolver,0.190292,False,Projectile,0.149064,False,Fountain,0.0660466,False,139,False,14740,35553,False,en
858843525470990336,None,2017,May,Monday,1.3,doggo,Golden_Retriever,0.57812,True,Labrador_Retriever,0.286059,True,Bloodhound,0.0269173,True,138,False,3771,16304,False,en
858471635011153920,Sophie,2017,April,Sunday,1.3,None,Pembroke,0.987407,True,Cardigan,0.00872303,True,Basenji,0.00342373,True,113,False,5271,22640,False,en
858107933456039936,Wyatt,2017,April,Friday,1.2,None,Golden_Retriever,0.863874,True,Labrador_Retriever,0.01592,True,Doormat,0.0106153,False,137,False,3154,16524,False,en
857989990357356544,Rosie,2017,April,Friday,1.2,None,French_Bulldog,0.43258,True,English_Springer,0.325898,True,Lakeland_Terrier,0.0426179,True,134,False,2812,16952,False,en
857746408056729600,Thor,2017,April,Friday,1.3,None,Labrador_Retriever,0.919832,True,Beagle,0.0435129999999999,True,Golden_Retriever,0.0233588,True,137,False,11524,36021,False,en
857393404942143489,None,2017,April,Thursday,1.3,None,Malamute,0.8415969999999999,True,Siberian_Husky,0.0736435,True,Eskimo_Dog,0.0721286,True,137,False,1785,6236,False,en
857263160327368704,Oscar,2017,April,Wednesday,1.3,None,Samoyed,0.998021,True,Pomeranian,0.000921636,True,Keeshond,0.0003112609999999,True,134,False,4934,21041,False,en
857029823797047296,Zeke,2017,April,Wednesday,1.2,None,Golden_Retriever,0.968623,True,Labrador_Retriever,0.0103252,True,Saluki,0.00414842,True,100,False,4364,19910,False,en
856543823941562368,Callie,2017,April,Monday,1.2,None,Boston_Bull,0.30691,True,Siamese_Cat,0.191218,False,Chihuahua,0.189288,True,136,False,3131,17135,False,en
856526610513747968,None,2017,April,Monday,1.4,None,Old_English_Sheepdog,0.798481,True,Tibetan_Terrier,0.0606024,True,Standard_Poodle,0.0407219,True,112,False,2068,12446,False,en
856282028240666624,Cermet,2017,April,Sunday,1.4,None,Chihuahua,0.8765430000000001,True,Italian_Greyhound,0.0329618,True,Cardigan,0.0207759,True,121,False,6841,29086,False,en
855851453814013952,None,2017,April,Saturday,1.3,puppo,Flat-Coated_Retriever,0.321676,True,Labrador_Retriever,0.115138,True,Groenendael,0.0960997,True,134,False,19196,47844,False,en
855459453768019968,Quite,2017,April,Friday,1.2,None,Blenheim_Spaniel,0.389513,True,Pekinese,0.18822,True,Japanese_Spaniel,0.0826282,True,138,False,8987,31657,False,en
854732716440526848,Marlee,2017,April,Wednesday,1.2,None,Pembroke,0.6955479999999999,True,Cardigan,0.0589016999999999,True,Chow,0.0284106,True,113,False,6690,24188,False,en
854482394044301312,Arya,2017,April,Tuesday,1.3,None,Chihuahua,0.260242,True,Toy_Poodle,0.189158,True,Labrador_Retriever,0.144195,True,100,False,7608,31131,False,en
854365224396361728,Einstein,2017,April,Tuesday,1.3,None,Pembroke,0.90708,True,Cardigan,0.086272,True,Chihuahua,0.00141323,True,115,False,5159,20046,False,en
854120357044912130,None,2017,April,Monday,1.4,pupper,Black-And-Tan_Coonhound,0.8548610000000001,True,Doberman,0.0507918,True,Bluetick,0.0217617,True,139,False,8285,33911,False,en
854010172552949760,None,2017,April,Monday,1.1,floofer,English_Springer,0.3547329999999999,True,Collie,0.177538,True,Border_Collie,0.131706,True,140,False,3433,17169,False,en
